time_days,remaining_mass_kg,converted_mass_kg,conversion_efficiency_%,rate_constant
73.10551292032773,18065861.559547838,9981934138.440453,99.82387338124465,1e-06
73.22136951766582,17885924.194389507,9982114075.80561,99.82567283659137,1e-06
73.33722611500389,17707779.019173153,9982292220.980827,99.827454369225,1e-06
73.45308271234198,17531408.183549635,9982468591.81645,99.8292181576571,1e-06
73.56893930968005,17356794.014960725,9982643205.985039,99.8309643786213,1e-06
73.68479590701813,17183919.01686813,9982816080.983131,99.83269320709091,1e-06
73.80065250435621,17012765.867000487,9982987234.133,99.83440481629653,1e-06
73.91650910169429,16843317.415617567,9983156682.584383,99.83609937774334,1e-06
74.03236569903237,16675556.683791844,9983324443.316208,99.8377770612283,1e-06
74.14822229637045,16509466.861707285,9983490533.138292,99.83943803485722,1e-06
74.26407889370851,16345031.30697481,9983654968.693026,99.84108246506158,1e-06
74.37993549104661,16182233.542964872,9983817766.457035,99.8427105166151,1e-06
74.49579208838468,16021057.257156407,9983978942.742844,99.84432235265042,1e-06
74.61164868572276,15861486.299502293,9984138513.700499,99.84591813467537,1e-06
74.72750528306084,15703504.680811167,9984296495.31919,99.84749802258908,1e-06
74.84336188039892,15547096.57114516,9984452903.428854,99.84906217469812,1e-06
74.959218477737,15392246.298233846,9984607753.701767,99.85061074773236,1e-06
75.07507507507508,15238938.345903808,9984761061.654097,99.85214389686051,1e-06
75.19093167241316,15087157.352523882,9984912842.647476,99.8536617757059,1e-06
75.30678826975124,14936888.109465985,9985063111.890533,99.85516453636171,1e-06
75.4226448670893,14788115.559581053,9985211884.440418,99.85665232940624,1e-06
75.53850146442738,14640824.795690438,9985359175.20431,99.8581253039181,1e-06
75.65435806176546,14495001.059092114,9985504998.940908,99.85958360749098,1e-06
75.77021465910354,14350629.738081848,9985649370.261919,99.86102738624854,1e-06
75.88607125644162,14207696.366489157,9985792303.63351,99.86245678485905,1e-06
76.0019278537797,14066186.622227637,9985933813.377773,99.8638719465499,1e-06
76.11778445111779,13926086.32586002,9986073913.67414,99.86527301312191,1e-06
76.23364104845587,13787381.439177306,9986212618.560823,99.86666012496353,1e-06
76.34949764579395,13650058.06379213,9986349941.936209,99.86803342106492,1e-06
76.46535424313201,13514102.43974613,9986485897.560253,99.86939303903192,1e-06
76.5812108404701,13379500.944131173,9986620499.055868,99.87073911509982,1e-06
76.69706743780817,13246240.089724384,9986753759.910276,99.872071784147,1e-06
76.81292403514625,13114306.523636583,9986885693.476364,99.87339117970834,1e-06
76.92878063248433,12983687.025974447,9987016312.974026,99.87469743398881,1e-06
77.04463722982241,12854368.50851578,9987145631.491484,99.87599067787657,1e-06
77.1604938271605,12726338.01339808,9987273661.986603,99.87727104095615,1e-06
77.27635042449857,12599582.711820187,9987400417.28818,99.87853865152135,1e-06
77.39220702183664,12474089.90275672,9987525910.097242,99.8797936365882,1e-06
77.50806361917473,12349847.011685526,9987650152.988314,99.88103612190767,1e-06
77.6239202165128,12226841.589327646,9987773158.410673,99.88226623197818,1e-06
77.7397768138509,12105061.310399884,9987894938.6896,99.88348409005812,1e-06
77.85563341118896,11984493.972379846,9988015506.02762,99.8846898181783,1e-06
77.97149000852704,11865127.49428314,9988134872.505716,99.885883537154,1e-06
78.08734660586512,11746949.915452939,9988253050.084547,99.8870653665973,1e-06
78.2032032032032,11629949.394361468,9988370050.605639,99.88823542492878,1e-06
78.31905980054128,11514114.207423465,9988485885.792576,99.88939382938963,1e-06
78.43491639787936,11399432.747821515,9988600567.252178,99.89054069605332,1e-06
78.55077299521743,11285893.524342937,9988714106.475657,99.89167613983717,1e-06
